Booking_ID,Property,City,Region,Business_Model,Booking_Type,Check_In_Date,Year,Month,Quarter,Year_Quarter,Is_Weekend,Nightly_Rate_GHS,Nightly_Rate_USD,Nights_Stayed,Revenue_GHS,Pricing_Phase,Phase_Occupancy_Rate,Pricing_Note
BAR-B0228,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-04-12,2023,April,Q2,2023-Q2,False,900.0,72.0,1.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0229,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-01-24,2023,January,Q1,2023-Q1,False,900.0,72.0,1.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0230,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-09-01,2023,September,Q3,2023-Q3,True,1200.0,96.0,3.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0231,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-08-22,2023,August,Q3,2023-Q3,False,900.0,72.0,2.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0232,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-11-19,2023,November,Q4,2023-Q4,True,1200.0,96.0,3.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0233,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-07-16,2023,July,Q3,2023-Q3,True,1200.0,96.0,2.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0234,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-12-02,2023,December,Q4,2023-Q4,True,1200.0,96.0,3.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0235,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-08-06,2023,August,Q3,2023-Q3,True,1200.0,96.0,1.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0236,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-09-23,2023,September,Q3,2023-Q3,True,1200.0,96.0,2.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0237,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-10-13,2023,October,Q4,2023-Q4,True,1200.0,96.0,1.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0238,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-03-04,2023,March,Q1,2023-Q1,True,1200.0,96.0,2.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0239,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-08-26,2023,August,Q3,2023-Q3,True,1200.0,96.0,3.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0240,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-06-12,2023,June,Q2,2023-Q2,False,900.0,72.0,7.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0241,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-10-08,2023,October,Q4,2023-Q4,True,1200.0,96.0,2.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0242,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-03-23,2023,March,Q1,2023-Q1,False,900.0,72.0,3.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0243,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-08-19,2023,August,Q3,2023-Q3,True,1200.0,96.0,1.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0244,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-05-07,2023,May,Q2,2023-Q2,True,1200.0,96.0,4.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0245,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-05-22,2023,May,Q2,2023-Q2,False,900.0,72.0,4.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0246,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-11-17,2023,November,Q4,2023-Q4,True,1200.0,96.0,1.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0247,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-08-14,2023,August,Q3,2023-Q3,False,900.0,72.0,1.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0248,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-05-27,2023,May,Q2,2023-Q2,True,1200.0,96.0,1.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0249,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-06-13,2023,June,Q2,2023-Q2,False,900.0,72.0,5.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0250,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-03-12,2023,March,Q1,2023-Q1,True,1200.0,96.0,1.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0251,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-12-22,2023,December,Q4,2023-Q4,True,1200.0,96.0,1.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0252,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-02-02,2023,February,Q1,2023-Q1,False,900.0,72.0,2.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0253,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-06-19,2023,June,Q2,2023-Q2,False,900.0,72.0,2.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0254,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-08-01,2023,August,Q3,2023-Q3,False,900.0,72.0,1.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0255,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-01-11,2023,January,Q1,2023-Q1,False,900.0,72.0,5.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0256,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-10-22,2023,October,Q4,2023-Q4,True,1200.0,96.0,2.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0257,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-01-04,2023,January,Q1,2023-Q1,False,900.0,72.0,5.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0258,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-06-02,2023,June,Q2,2023-Q2,True,1200.0,96.0,4.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0259,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-08-03,2023,August,Q3,2023-Q3,False,900.0,72.0,2.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0260,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-11-05,2023,November,Q4,2023-Q4,True,1200.0,96.0,5.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0261,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-04-23,2023,April,Q2,2023-Q2,True,1200.0,96.0,1.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0262,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-06-22,2023,June,Q2,2023-Q2,False,900.0,72.0,3.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0263,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-07-27,2023,July,Q3,2023-Q3,False,900.0,72.0,3.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0264,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-03-07,2023,March,Q1,2023-Q1,False,900.0,72.0,7.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0265,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-10-01,2023,October,Q4,2023-Q4,True,1200.0,96.0,1.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0266,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-07-21,2023,July,Q3,2023-Q3,True,1200.0,96.0,3.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0267,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-01-14,2023,January,Q1,2023-Q1,True,1200.0,96.0,1.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0268,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-08-08,2023,August,Q3,2023-Q3,False,900.0,72.0,1.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0269,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-08-25,2023,August,Q3,2023-Q3,True,1200.0,96.0,1.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0270,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-06-17,2023,June,Q2,2023-Q2,True,1200.0,96.0,1.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0271,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-05-10,2023,May,Q2,2023-Q2,False,900.0,72.0,4.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0272,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-08-29,2023,August,Q3,2023-Q3,False,900.0,72.0,1.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0273,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-04-25,2023,April,Q2,2023-Q2,False,900.0,72.0,3.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0274,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-01-16,2023,January,Q1,2023-Q1,False,900.0,72.0,5.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0275,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-04-13,2023,April,Q2,2023-Q2,False,900.0,72.0,4.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0276,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-03-20,2023,March,Q1,2023-Q1,False,900.0,72.0,1.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0277,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-02-28,2023,February,Q1,2023-Q1,False,900.0,72.0,3.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0278,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-04-22,2023,April,Q2,2023-Q2,True,1200.0,96.0,2.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0279,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-05-12,2023,May,Q2,2023-Q2,True,1200.0,96.0,4.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0280,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-03-27,2023,March,Q1,2023-Q1,False,900.0,72.0,3.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0281,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-06-09,2023,June,Q2,2023-Q2,True,1200.0,96.0,1.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0282,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-12-13,2023,December,Q4,2023-Q4,False,900.0,72.0,5.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0283,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-07-12,2023,July,Q3,2023-Q3,False,900.0,72.0,2.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0284,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-10-31,2023,October,Q4,2023-Q4,False,900.0,72.0,3.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0285,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-11-18,2023,November,Q4,2023-Q4,True,1200.0,96.0,1.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0286,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-12-17,2023,December,Q4,2023-Q4,True,1200.0,96.0,3.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0287,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-03-03,2023,March,Q1,2023-Q1,True,1200.0,96.0,4.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0288,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-10-17,2023,October,Q4,2023-Q4,False,900.0,72.0,4.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0289,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-06-27,2023,June,Q2,2023-Q2,False,900.0,72.0,2.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0290,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-12-05,2023,December,Q4,2023-Q4,False,900.0,72.0,2.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0291,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-11-28,2023,November,Q4,2023-Q4,False,900.0,72.0,2.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0292,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-09-08,2023,September,Q3,2023-Q3,True,1200.0,96.0,1.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0293,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-07-05,2023,July,Q3,2023-Q3,False,900.0,72.0,3.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0294,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-08-11,2023,August,Q3,2023-Q3,True,1200.0,96.0,1.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0295,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-09-25,2023,September,Q3,2023-Q3,False,900.0,72.0,7.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0296,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-05-19,2023,May,Q2,2023-Q2,True,1200.0,96.0,3.0,1200,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0297,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-09-05,2023,September,Q3,2023-Q3,False,900.0,72.0,2.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0298,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-05-18,2023,May,Q2,2023-Q2,False,900.0,72.0,2.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0299,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-02-14,2023,February,Q1,2023-Q1,False,900.0,72.0,1.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0300,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-11-09,2023,November,Q4,2023-Q4,False,900.0,72.0,3.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0301,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2023-09-11,2023,September,Q3,2023-Q3,False,900.0,72.0,5.0,900,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-E0302,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Event Hosting,2023-04-04,2023,April,Q2,2023-Q2,False,,,,3000,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-E0303,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Event Hosting,2023-09-07,2023,September,Q3,2023-Q3,False,,,,3000,Phase 3 – Optimised Pricing,0.58,Strong occupancy after data-driven reprice
BAR-B0304,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2024-02-24,2024,February,Q1,2024-Q1,True,1300.0,89.66,2.0,1300,Phase 4 – Stable Growth,0.65,Incremental price recovery with demand
BAR-B0305,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2024-03-07,2024,March,Q1,2024-Q1,False,1000.0,68.97,2.0,1000,Phase 4 – Stable Growth,0.65,Incremental price recovery with demand
BAR-B0306,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2024-06-01,2024,June,Q2,2024-Q2,True,1300.0,89.66,3.0,1300,Phase 4 – Stable Growth,0.65,Incremental price recovery with demand
BAR-B0307,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2024-03-11,2024,March,Q1,2024-Q1,False,1000.0,68.97,3.0,1000,Phase 4 – Stable Growth,0.65,Incremental price recovery with demand
BAR-B0308,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2024-05-12,2024,May,Q2,2024-Q2,True,1300.0,89.66,5.0,1300,Phase 4 – Stable Growth,0.65,Incremental price recovery with demand
BAR-B0309,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2024-01-22,2024,January,Q1,2024-Q1,False,1000.0,68.97,1.0,1000,Phase 4 – Stable Growth,0.65,Incremental price recovery with demand
BAR-B0310,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2024-04-14,2024,April,Q2,2024-Q2,True,1300.0,89.66,2.0,1300,Phase 4 – Stable Growth,0.65,Incremental price recovery with demand
BAR-B0311,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2024-03-02,2024,March,Q1,2024-Q1,True,1300.0,89.66,3.0,1300,Phase 4 – Stable Growth,0.65,Incremental price recovery with demand
BAR-B0312,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2024-06-14,2024,June,Q2,2024-Q2,True,1300.0,89.66,3.0,1300,Phase 4 – Stable Growth,0.65,Incremental price recovery with demand
BAR-B0313,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2024-04-24,2024,April,Q2,2024-Q2,False,1000.0,68.97,4.0,1000,Phase 4 – Stable Growth,0.65,Incremental price recovery with demand
BAR-B0314,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2024-01-24,2024,January,Q1,2024-Q1,False,1000.0,68.97,1.0,1000,Phase 4 – Stable Growth,0.65,Incremental price recovery with demand
BAR-B0315,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2024-04-13,2024,April,Q2,2024-Q2,True,1300.0,89.66,3.0,1300,Phase 4 – Stable Growth,0.65,Incremental price recovery with demand
BAR-B0316,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2024-03-19,2024,March,Q1,2024-Q1,False,1000.0,68.97,3.0,1000,Phase 4 – Stable Growth,0.65,Incremental price recovery with demand
BAR-B0317,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2024-04-04,2024,April,Q2,2024-Q2,False,1000.0,68.97,2.0,1000,Phase 4 – Stable Growth,0.65,Incremental price recovery with demand
BAR-B0318,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2024-05-15,2024,May,Q2,2024-Q2,False,1000.0,68.97,2.0,1000,Phase 4 – Stable Growth,0.65,Incremental price recovery with demand
BAR-B0319,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2024-05-20,2024,May,Q2,2024-Q2,False,1000.0,68.97,2.0,1000,Phase 4 – Stable Growth,0.65,Incremental price recovery with demand
BAR-B0320,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2024-06-28,2024,June,Q2,2024-Q2,True,1300.0,89.66,2.0,1300,Phase 4 – Stable Growth,0.65,Incremental price recovery with demand
BAR-B0321,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2024-03-05,2024,March,Q1,2024-Q1,False,1000.0,68.97,1.0,1000,Phase 4 – Stable Growth,0.65,Incremental price recovery with demand
BAR-B0322,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2024-02-19,2024,February,Q1,2024-Q1,False,1000.0,68.97,2.0,1000,Phase 4 – Stable Growth,0.65,Incremental price recovery with demand
BAR-B0323,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2024-05-17,2024,May,Q2,2024-Q2,True,1300.0,89.66,7.0,1300,Phase 4 – Stable Growth,0.65,Incremental price recovery with demand
BAR-B0324,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2024-06-25,2024,June,Q2,2024-Q2,False,1000.0,68.97,1.0,1000,Phase 4 – Stable Growth,0.65,Incremental price recovery with demand
BAR-B0325,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2024-02-25,2024,February,Q1,2024-Q1,True,1300.0,89.66,3.0,1300,Phase 4 – Stable Growth,0.65,Incremental price recovery with demand
BAR-B0326,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2024-05-30,2024,May,Q2,2024-Q2,False,1000.0,68.97,7.0,1000,Phase 4 – Stable Growth,0.65,Incremental price recovery with demand
BAR-B0327,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2024-05-14,2024,May,Q2,2024-Q2,False,1000.0,68.97,3.0,1000,Phase 4 – Stable Growth,0.65,Incremental price recovery with demand
BAR-B0328,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2024-01-26,2024,January,Q1,2024-Q1,True,1300.0,89.66,4.0,1300,Phase 4 – Stable Growth,0.65,Incremental price recovery with demand
BAR-B0329,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2024-03-16,2024,March,Q1,2024-Q1,True,1300.0,89.66,1.0,1300,Phase 4 – Stable Growth,0.65,Incremental price recovery with demand
BAR-B0330,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2024-02-15,2024,February,Q1,2024-Q1,False,1000.0,68.97,2.0,1000,Phase 4 – Stable Growth,0.65,Incremental price recovery with demand
BAR-B0331,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2024-05-16,2024,May,Q2,2024-Q2,False,1000.0,68.97,1.0,1000,Phase 4 – Stable Growth,0.65,Incremental price recovery with demand
BAR-B0332,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2024-01-12,2024,January,Q1,2024-Q1,True,1300.0,89.66,7.0,1300,Phase 4 – Stable Growth,0.65,Incremental price recovery with demand
BAR-B0333,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2024-05-21,2024,May,Q2,2024-Q2,False,1000.0,68.97,1.0,1000,Phase 4 – Stable Growth,0.65,Incremental price recovery with demand
BAR-B0334,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2024-02-02,2024,February,Q1,2024-Q1,True,1300.0,89.66,3.0,1300,Phase 4 – Stable Growth,0.65,Incremental price recovery with demand
BAR-B0335,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2024-05-05,2024,May,Q2,2024-Q2,True,1300.0,89.66,1.0,1300,Phase 4 – Stable Growth,0.65,Incremental price recovery with demand
BAR-B0336,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2024-01-04,2024,January,Q1,2024-Q1,False,1000.0,68.97,3.0,1000,Phase 4 – Stable Growth,0.65,Incremental price recovery with demand
BAR-B0337,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2024-04-30,2024,April,Q2,2024-Q2,False,1000.0,68.97,2.0,1000,Phase 4 – Stable Growth,0.65,Incremental price recovery with demand
BAR-B0338,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2024-03-28,2024,March,Q1,2024-Q1,False,1000.0,68.97,1.0,1000,Phase 4 – Stable Growth,0.65,Incremental price recovery with demand
BAR-B0339,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2024-01-14,2024,January,Q1,2024-Q1,True,1300.0,89.66,1.0,1300,Phase 4 – Stable Growth,0.65,Incremental price recovery with demand
BAR-B0340,Barekese,Kumasi,Ashanti Region,Short Stay / Event Hosting,Nightly Stay,2024-05-02,2024,May,Q2,2024-Q2,False,1000.0,68.97,1.0,1000,Phase 4 – Stable Growth,0.65,Incremental price recovery with demand
